<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.04.18	03:30:00	17556.7	17557.1	17555.6	17556.7	45	0	20
2024.04.18	03:31:00	17556.6	17558.4	17556.4	17557.6	44	0	18
2024.04.18	03:32:00	17556.7	17558.7	17556.7	17558.4	48	0	18
2024.04.18	03:33:00	17559.1	17559.9	17557.7	17559.9	53	0	18
2024.04.18	03:34:00	17559.8	17561.7	17558.8	17559.1	67	0	18
2024.04.18	03:35:00	17558.9	17558.9	17557.3	17557.9	35	0	20
2024.04.18	03:36:00	17558.0	17558.1	17556.1	17556.3	34	0	18
2024.04.18	03:37:00	17556.4	17557.8	17556.4	17557.6	35	0	18
2024.04.18	03:38:00	17558.4	17558.4	17556.6	17557.1	32	0	18
2024.04.18	03:39:00	17557.2	17557.6	17556.7	17556.8	37	0	18
2024.04.18	03:40:00	17556.4	17560.1	17556.4	17559.9	42	0	18
2024.04.18	03:41:00	17560.3	17560.8	17558.7	17559.1	60	0	18
2024.04.18	03:42:00	17559.0	17559.1	17557.2	17557.2	45	0	20
2024.04.18	03:43:00	17557.1	17557.2	17554.9	17554.9	43	0	18
2024.04.18	03:44:00	17554.8	17555.1	17552.9	17554.7	62	0	18
2024.04.18	03:45:00	17554.8	17555.9	17554.8	17554.8	53	0	18
2024.04.18	03:46:00	17554.4	17554.9	17552.1	17552.4	50	0	18
2024.04.18	03:47:00	17552.3	17552.7	17551.7	17552.2	30	0	18
2024.04.18	03:48:00	17552.3	17553.3	17551.3	17551.9	47	0	18
2024.04.18	03:49:00	17551.8	17552.8	17551.8	17552.7	33	0	18
2024.04.18	03:50:00	17551.9	17554.4	17551.7	17552.4	48	0	18
2024.04.18	03:51:00	17552.3	17553.3	17552.2	17553.0	37	0	18
2024.04.18	03:52:00	17552.9	17553.4	17552.1	17552.1	48	0	18
2024.04.18	03:53:00	17552.2	17553.2	17545.7	17547.7	93	0	18
2024.04.18	03:54:00	17547.3	17548.2	17546.1	17547.8	62	0	18
2024.04.18	03:55:00	17547.8	17552.4	17547.6	17552.3	65	0	18
2024.04.18	03:56:00	17552.4	17556.6	17552.3	17554.6	60	0	18
2024.04.18	03:57:00	17554.7	17555.5	17553.4	17555.4	69	0	18
2024.04.18	03:58:00	17555.8	17557.4	17555.1	17555.1	71	0	18
2024.04.18	03:59:00	17555.4	17557.7	17555.4	17557.6	65	0	18
2024.04.18	04:00:00	17557.4	17559.1	17556.7	17557.1	72	0	18
2024.04.18	04:01:00	17557.7	17559.2	17557.2	17558.3	44	0	18
2024.04.18	04:02:00	17558.4	17561.7	17558.4	17560.7	72	0	18
2024.04.18	04:03:00	17560.6	17561.9	17558.1	17558.2	75	0	20
2024.04.18	04:04:00	17558.1	17559.2	17555.9	17556.4	74	0	18
2024.04.18	04:05:00	17556.3	17558.1	17556.3	17556.9	84	0	18
2024.04.18	04:06:00	17556.8	17557.2	17554.3	17554.3	70	0	18
2024.04.18	04:07:00	17554.2	17555.8	17553.6	17555.8	51	0	18
2024.04.18	04:08:00	17555.7	17558.2	17555.4	17558.2	59	0	18
2024.04.18	04:09:00	17558.1	17558.3	17556.7	17557.7	51	0	18
2024.04.18	04:10:00	17557.6	17559.4	17557.2	17557.2	47	0	18
2024.04.18	04:11:00	17557.1	17559.2	17555.9	17558.9	68	0	18
2024.04.18	04:12:00	17559.4	17560.9	17559.1	17559.6	35	0	20
2024.04.18	04:13:00	17559.4	17563.1	17559.4	17560.1	70	0	18
2024.04.18	04:14:00	17560.2	17562.1	17558.8	17561.9	58	0	18
2024.04.18	04:15:00	17562.1	17562.6	17558.6	17561.6	98	0	18
2024.04.18	04:16:00	17561.2	17562.9	17560.1	17560.1	103	0	20
2024.04.18	04:17:00	17560.2	17562.9	17559.2	17562.6	56	0	20
2024.04.18	04:18:00	17562.1	17562.4	17561.3	17562.1	54	0	18
2024.04.18	04:19:00	17562.7	17564.1	17561.4	17563.6	79	0	18
2024.04.18	04:20:00	17563.7	17563.7	17560.7	17561.1	65	0	18
2024.04.18	04:21:00	17561.6	17561.6	17557.2	17559.6	107	0	18
2024.04.18	04:22:00	17559.7	17561.6	17559.6	17560.2	45	0	18
2024.04.18	04:23:00	17560.1	17560.3	17555.6	17557.2	109	0	18
2024.04.18	04:24:00	17557.1	17558.8	17557.1	17557.9	77	0	18
2024.04.18	04:25:00	17558.6	17562.6	17557.8	17562.3	76	0	18
2024.04.18	04:26:00	17562.4	17563.1	17559.3	17559.9	65	0	18
2024.04.18	04:27:00	17560.3	17562.7	17559.8	17562.1	58	0	18
2024.04.18	04:28:00	17561.9	17564.3	17561.8	17562.1	57	0	18
2024.04.18	04:29:00	17562.3	17563.0	17560.6	17560.7	60	0	18
2024.04.18	04:30:00	17560.4	17560.4	17556.6	17558.6	193	0	18
2024.04.18	04:31:00	17558.7	17560.6	17557.1	17558.9	132	0	20
2024.04.18	04:32:00	17558.6	17559.9	17555.7	17555.7	100	0	18
2024.04.18	04:33:00	17556.6	17557.1	17553.9	17555.9	117	0	18
2024.04.18	04:34:00	17556.1	17558.8	17556.1	17558.8	107	0	18
2024.04.18	04:35:00	17558.7	17561.2	17556.9	17556.9	104	0	18
2024.04.18	04:36:00	17557.1	17557.2	17553.9	17555.7	83	0	18
2024.04.18	04:37:00	17555.3	17559.8	17555.2	17559.4	89	0	18
2024.04.18	04:38:00	17559.7	17562.6	17559.3	17561.8	91	0	18
2024.04.18	04:39:00	17561.5	17562.2	17558.8	17560.1	97	0	18
2024.04.18	04:40:00	17560.0	17560.9	17556.9	17556.9	82	0	18
2024.04.18	04:41:00	17556.8	17558.6	17556.4	17558.1	89	0	18
2024.04.18	04:42:00	17557.6	17559.7	17556.8	17557.8	93	0	18
2024.04.18	04:43:00	17557.9	17558.2	17555.6	17556.3	82	0	18
2024.04.18	04:44:00	17556.4	17557.3	17554.7	17555.3	78	0	20
2024.04.18	04:45:00	17555.4	17559.7	17555.3	17559.5	87	0	18
2024.04.18	04:46:00	17559.7	17562.2	17559.7	17561.4	95	0	18
2024.04.18	04:47:00	17560.8	17561.6	17557.2	17558.4	71	0	18
2024.04.18	04:48:00	17557.8	17558.9	17557.4	17558.1	45	0	18
2024.04.18	04:49:00	17558.7	17560.2	17557.1	17560.2	66	0	20
2024.04.18	04:50:00	17559.9	17561.1	17558.9	17558.9	66	0	18
2024.04.18	04:51:00	17559.1	17559.7	17558.1	17558.9	81	0	18
2024.04.18	04:52:00	17558.8	17560.2	17558.8	17559.1	92	0	18
2024.04.18	04:53:00	17559.4	17559.4	17557.1	17557.3	67	0	20
2024.04.18	04:54:00	17557.2	17557.6	17556.3	17557.4	69	0	18
2024.04.18	04:55:00	17557.8	17560.7	17557.2	17557.3	87	0	18
2024.04.18	04:56:00	17558.0	17560.7	17557.6	17560.6	92	0	20
2024.04.18	04:57:00	17560.2	17563.9	17560.1	17562.8	91	0	20
2024.04.18	04:58:00	17563.2	17565.7	17563.2	17565.4	89	0	18
2024.04.18	04:59:00	17565.5	17566.1	17565.2	17565.6	68	0	18
2024.04.18	05:00:00	17565.7	17566.7	17563.1	17564.7	111	0	18
2024.04.18	05:01:00	17564.8	17567.3	17563.9	17566.1	116	0	18
2024.04.18	05:02:00	17566.0	17567.9	17564.1	17564.3	108	0	20
2024.04.18	05:03:00	17564.5	17566.7	17563.9	17566.7	85	0	18
2024.04.18	05:04:00	17566.8	17567.2	17565.7	17565.8	75	0	18
2024.04.18	05:05:00	17566.7	17567.3	17564.3	17564.9	68	0	18
2024.04.18	05:06:00	17565.1	17566.2	17564.5	17564.9	76	0	18
2024.04.18	05:07:00	17565.2	17568.6	17563.9	17567.6	75	0	18
2024.04.18	05:08:00	17567.7	17569.6	17567.1	17569.2	81	0	18
2024.04.18	05:09:00	17569.0	17569.9	17568.1	17568.2	64	0	18
2024.04.18	05:10:00	17568.1	17568.7	17566.5	17566.7	70	0	18
2024.04.18	05:11:00	17566.3	17566.7	17564.7	17565.7	85	0	18
2024.04.18	05:12:00	17565.6	17568.4	17565.3	17568.1	88	0	18
2024.04.18	05:13:00	17568.2	17568.9	17567.4	17568.9	73	0	18
2024.04.18	05:14:00	17568.8	17570.7	17567.9	17570.4	127	0	18
2024.04.18	05:15:00	17571.3	17573.1	17569.8	17572.2	101	0	18
2024.04.18	05:16:00	17572.1	17573.6	17571.6	17572.1	71	0	18
2024.04.18	05:17:00	17571.6	17573.8	17570.8	17573.4	85	0	20
2024.04.18	05:18:00	17573.3	17577.8	17573.3	17576.6	111	0	18
2024.04.18	05:19:00	17576.7	17579.1	17576.1	17578.9	78	0	18
2024.04.18	05:20:00	17578.8	17579.2	17575.3	17576.9	79	0	18
2024.04.18	05:21:00	17577.3	17577.9	17576.2	17576.7	87	0	18
2024.04.18	05:22:00	17576.8	17578.2	17576.2	17576.3	62	0	18
2024.04.18	05:23:00	17576.9	17579.2	17575.7	17578.6	58	0	18
2024.04.18	05:24:00	17578.4	17578.7	17576.2	17578.6	86	0	18
2024.04.18	05:25:00	17578.4	17579.2	17577.3	17578.4	66	0	20
2024.04.18	05:26:00	17578.6	17580.1	17577.7	17578.6	67	0	18
2024.04.18	05:27:00	17578.7	17579.7	17577.6	17577.8	56	0	18
2024.04.18	05:28:00	17578.2	17579.8	17577.8	17578.9	56	0	18
2024.04.18	05:29:00	17578.8	17583.3	17578.6	17582.7	77	0	18
2024.04.18	05:30:00	17582.6	17583.3	17581.3	17581.8	73	0	18
2024.04.18	05:31:00	17582.2	17582.8	17581.2	17581.2	68	0	18
2024.04.18	05:32:00	17581.3	17581.7	17577.4	17578.3	68	0	18
2024.04.18	05:33:00	17578.0	17579.1	17577.7	17578.9	61	0	18
2024.04.18	05:34:00	17578.8	17578.9	17577.7	17577.7	58	0	18
2024.04.18	05:35:00	17577.3	17577.6	17575.8	17577.6	79	0	18
2024.04.18	05:36:00	17577.7	17578.6	17576.7	17578.4	70	0	18
2024.04.18	05:37:00	17578.7	17580.9	17578.7	17580.9	48	0	18
2024.04.18	05:38:00	17580.8	17580.9	17579.4	17580.4	48	0	18
2024.04.18	05:39:00	17580.8	17581.8	17579.9	17581.4	32	0	18
2024.04.18	05:40:00	17582.2	17582.8	17581.9	17582.1	36	0	18
2024.04.18	05:41:00	17582.2	17583.4	17580.3	17581.4	61	0	18
2024.04.18	05:42:00	17581.6	17582.2	17580.8	17581.9	47	0	18
2024.04.18	05:43:00	17582.1	17582.8	17581.9	17582.1	32	0	20
2024.04.18	05:44:00	17582.2	17582.2	17580.6	17581.7	41	0	18
2024.04.18	05:45:00	17582.6	17582.8	17581.3	17582.7	26	0	18
2024.04.18	05:46:00	17582.9	17585.3	17582.8	17584.8	73	0	18
2024.04.18	05:47:00	17584.7	17585.2	17584.1	17584.4	48	0	18
2024.04.18	05:48:00	17584.1	17584.9	17584.1	17584.4	53	0	18
2024.04.18	05:49:00	17584.3	17584.4	17581.5	17582.4	56	0	18
2024.04.18	05:50:00	17581.6	17582.2	17580.9	17581.9	50	0	18
2024.04.18	05:51:00	17582.3	17582.4	17580.6	17580.6	30	0	18
2024.04.18	05:52:00	17580.4	17581.9	17580.4	17580.6	62	0	18
2024.04.18	05:53:00	17580.7	17581.1	17579.7	17580.1	28	0	20
2024.04.18	05:54:00	17580.2	17582.1	17580.2	17581.4	46	0	18
2024.04.18	05:55:00	17581.8	17582.1	17580.4	17581.2	61	0	18
2024.04.18	05:56:00	17580.9	17581.8	17580.9	17581.8	26	0	18
2024.04.18	05:57:00	17581.4	17581.4	17580.4	17580.7	37	0	18
2024.04.18	05:58:00	17581.7	17581.7	17581.2	17581.2	36	0	20
2024.04.18	05:59:00	17581.3	17581.7	17580.8	17580.9	29	0	18
2024.04.18	06:00:00	17581.1	17583.9	17581.1	17583.8	41	0	18
2024.04.18	06:01:00	17583.7	17584.4	17583.1	17584.3	42	0	18
2024.04.18	06:02:00	17584.4	17584.8	17582.8	17583.8	50	0	18
2024.04.18	06:03:00	17583.9	17583.9	17583.4	17583.9	43	0	20
2024.04.18	06:04:00	17584.5	17585.7	17584.3	17585.4	24	0	18
2024.04.18	06:05:00	17585.3	17586.4	17585.3	17586.4	29	0	18
2024.04.18	06:06:00	17586.3	17587.8	17585.6	17587.4	45	0	18
2024.04.18	06:07:00	17587.8	17588.1	17587.4	17588.1	50	0	18
2024.04.18	06:08:00	17588.2	17588.2	17587.4	17587.7	37	0	20
2024.04.18	06:09:00	17587.6	17587.9	17586.3	17587.1	38	0	18
2024.04.18	06:10:00	17587.2	17587.2	17585.7	17585.7	33	0	18
2024.04.18	06:11:00	17585.9	17588.2	17585.9	17588.2	18	0	18
2024.04.18	06:12:00	17587.9	17588.2	17585.1	17585.1	42	0	18
2024.04.18	06:13:00	17585.2	17585.2	17584.2	17584.8	43	0	20
2024.04.18	06:14:00	17584.9	17585.3	17584.3	17584.9	24	0	18
2024.04.18	06:15:00	17584.8	17585.9	17583.9	17585.9	20	0	20
2024.04.18	06:16:00	17585.8	17585.9	17585.5	17585.9	24	0	18
2024.04.18	06:17:00	17585.7	17586.9	17585.7	17586.1	42	0	18
2024.04.18	06:18:00	17586.2	17586.3	17584.6	17585.2	41	0	20
2024.04.18	06:19:00	17585.3	17586.8	17584.9	17584.9	50	0	18
2024.04.18	06:20:00	17585.3	17586.0	17584.9	17585.3	44	0	18
2024.04.18	06:21:00	17585.8	17590.4	17585.7	17590.2	43	0	18
2024.04.18	06:22:00	17590.3	17593.8	17590.2	17591.1	76	0	18
2024.04.18	06:23:00	17590.9	17591.2	17588.7	17589.3	52	0	18
2024.04.18	06:24:00	17589.7	17590.2	17588.8	17588.9	35	0	20
2024.04.18	06:25:00	17589.1	17589.9	17588.7	17588.9	34	0	20
2024.04.18	06:26:00	17588.8	17590.4	17588.8	17590.4	34	0	18
2024.04.18	06:27:00	17589.8	17591.2	17588.7	17591.2	27	0	18
2024.04.18	06:28:00	17591.1	17591.1	17590.1	17590.2	26	0	18
2024.04.18	06:29:00	17589.6	17589.6	17588.3	17588.4	28	0	18
2024.04.18	06:30:00	17588.8	17590.7	17588.8	17590.2	51	0	20
2024.04.18	06:31:00	17590.6	17590.7	17588.2	17588.3	31	0	20
2024.04.18	06:32:00	17588.2	17589.2	17588.2	17588.6	45	0	18
2024.04.18	06:33:00	17588.7	17590.4	17588.6	17590.4	26	0	18
2024.04.18	06:34:00	17590.3	17592.4	17590.2	17592.1	37	0	18
2024.04.18	06:35:00	17592.2	17594.7	17592.2	17593.2	46	0	18
2024.04.18	06:36:00	17592.9	17592.9	17591.4	17591.4	42	0	20
2024.04.18	06:37:00	17591.3	17592.8	17591.2	17592.5	46	0	18
2024.04.18	06:38:00	17592.6	17592.8	17591.2	17592.4	45	0	20
2024.04.18	06:39:00	17592.8	17592.9	17590.2	17590.6	63	0	18
2024.04.18	06:40:00	17590.7	17591.4	17589.8	17590.2	47	0	18
2024.04.18	06:41:00	17590.3	17590.4	17589.8	17590.2	34	0	20
2024.04.18	06:42:00	17589.8	17590.8	17589.7	17590.1	45	0	18
2024.04.18	06:43:00	17590.4	17590.8	17590.2	17590.8	39	0	18
2024.04.18	06:44:00	17590.4	17590.9	17589.7	17590.7	19	0	18
2024.04.18	06:45:00	17590.6	17591.7	17590.1	17591.7	29	0	18
2024.04.18	06:46:00	17592.1	17592.5	17591.2	17591.4	20	0	18
2024.04.18	06:47:00	17590.8	17590.9	17589.4	17589.8	51	0	18
2024.04.18	06:48:00	17589.7	17590.2	17589.7	17590.2	17	0	18
2024.04.18	06:49:00	17590.3	17590.6	17586.6	17586.9	29	0	18
2024.04.18	06:50:00	17586.8	17588.2	17585.8	17587.6	52	0	18
2024.04.18	06:51:00	17587.9	17589.2	17587.9	17588.4	45	0	18
2024.04.18	06:52:00	17588.6	17590.0	17588.4	17589.3	31	0	18
2024.04.18	06:53:00	17589.2	17589.8	17588.7	17589.6	26	0	20
2024.04.18	06:54:00	17589.7	17590.7	17589.2	17590.7	34	0	18
2024.04.18	06:55:00	17591.1	17591.3	17590.3	17590.9	51	0	18
2024.04.18	06:56:00	17590.8	17591.3	17590.6	17590.7	22	0	20
2024.04.18	06:57:00	17590.5	17591.0	17590.3	17590.8	27	0	18
2024.04.18	06:58:00	17590.7	17591.2	17590.2	17590.7	34	0	18
2024.04.18	06:59:00	17590.8	17591.2	17590.3	17590.9	31	0	18
2024.04.18	07:00:00	17591.7	17591.8	17588.7	17588.7	36	0	18
2024.04.18	07:01:00	17588.3	17588.9	17587.7	17588.4	36	0	18
2024.04.18	07:02:00	17588.8	17589.3	17588.7	17589.1	17	0	18
2024.04.18	07:03:00	17588.9	17588.9	17588.0	17588.3	20	0	18
2024.04.18	07:04:00	17588.2	17590.7	17588.2	17590.4	28	0	18
2024.04.18	07:05:00	17590.6	17592.9	17590.3	17590.9	48	0	18
2024.04.18	07:06:00	17590.6	17591.2	17589.8	17591.1	28	0	18
2024.04.18	07:07:00	17590.9	17591.1	17589.7	17589.9	34	0	18
2024.04.18	07:08:00	17589.8	17591.1	17589.8	17590.3	32	0	18
2024.04.18	07:09:00	17590.4	17590.7	17589.1	17589.1	46	0	20
2024.04.18	07:10:00	17589.2	17589.4	17588.7	17589.2	16	0	18
2024.04.18	07:11:00	17589.6	17590.7	17589.6	17590.4	22	0	18
2024.04.18	07:12:00	17590.6	17591.3	17589.9	17590.7	21	0	18
2024.04.18	07:13:00	17591.5	17591.5	17591.1	17591.4	22	0	18
2024.04.18	07:14:00	17591.3	17592.1	17590.7	17591.3	46	0	18
2024.04.18	07:15:00	17591.4	17591.4	17590.2	17590.2	18	0	20
2024.04.18	07:16:00	17590.6	17590.8	17588.2	17588.2	41	0	18
2024.04.18	07:17:00	17588.6	17589.3	17588.4	17589.3	27	0	18
2024.04.18	07:18:00	17589.4	17590.4	17589.2	17590.1	37	0	18
2024.04.18	07:19:00	17590.4	17591.3	17590.3	17590.4	22	0	18
2024.04.18	07:20:00	17589.6	17590.4	17589.2	17590.4	22	0	18
2024.04.18	07:21:00	17590.3	17591.1	17590.3	17590.6	19	0	18
2024.04.18	07:22:00	17590.4	17591.2	17590.4	17591.2	27	0	20
2024.04.18	07:23:00	17591.8	17592.2	17591.7	17592.0	9	0	18
2024.04.18	07:24:00	17592.2	17593.6	17592.2	17593.2	17	0	18
2024.04.18	07:25:00	17593.3	17593.8	17592.7	17592.9	23	0	18
2024.04.18	07:26:00	17592.8	17593.1	17591.5	17591.5	23	0	18
2024.04.18	07:27:00	17591.3	17592.0	17591.2	17591.9	32	0	18
2024.04.18	07:28:00	17592.7	17594.7	17592.7	17594.7	30	0	18
2024.04.18	07:29:00	17594.6	17597.7	17594.6	17597.6	54	0	18
2024.04.18	07:30:00	17597.4	17597.4	17594.6	17595.6	46	0	18
2024.04.18	07:31:00	17595.2	17595.8	17594.7	17594.9	23	0	18
2024.04.18	07:32:00	17594.8	17597.2	17594.4	17596.2	30	0	18
2024.04.18	07:33:00	17596.1	17596.2	17594.7	17596.2	33	0	20
2024.04.18	07:34:00	17596.4	17596.4	17594.4	17594.8	41	0	20
2024.04.18	07:35:00	17594.7	17595.1	17594.4	17595.1	16	0	20
2024.04.18	07:36:00	17595.2	17595.2	17594.3	17594.7	15	0	18
2024.04.18	07:37:00	17594.6	17595.4	17593.9	17594.8	39	0	18
2024.04.18	07:38:00	17593.9	17595.9	17593.9	17595.6	35	0	18
2024.04.18	07:39:00	17595.4	17596.4	17592.9	17593.4	40	0	18
2024.04.18	07:40:00	17592.4	17593.6	17592.2	17593.4	42	0	18
2024.04.18	07:41:00	17593.3	17594.3	17592.1	17592.9	45	0	18
2024.04.18	07:42:00	17592.6	17592.7	17590.8	17590.9	46	0	18
2024.04.18	07:43:00	17591.1	17592.4	17590.9	17592.2	47	0	18
2024.04.18	07:44:00	17592.1	17592.2	17590.0	17590.3	44	0	18
2024.04.18	07:45:00	17590.2	17590.7	17588.7	17588.9	53	0	18
2024.04.18	07:46:00	17588.8	17588.8	17585.0	17586.7	68	0	18
2024.04.18	07:47:00	17586.6	17586.8	17586.0	17586.8	41	0	18
2024.04.18	07:48:00	17586.9	17589.2	17586.8	17589.1	36	0	18
2024.04.18	07:49:00	17588.9	17590.0	17587.8	17588.2	33	0	18
2024.04.18	07:50:00	17588.1	17588.4	17587.9	17588.2	32	0	18
2024.04.18	07:51:00	17588.3	17588.4	17586.0	17586.2	40	0	18
2024.04.18	07:52:00	17585.8	17587.4	17585.7	17587.3	27	0	20
2024.04.18	07:53:00	17587.4	17587.8	17586.9	17587.1	24	0	20
2024.04.18	07:54:00	17587.2	17588.0	17586.8	17586.8	18	0	18
2024.04.18	07:55:00	17586.7	17587.9	17586.3	17586.3	25	0	18
2024.04.18	07:56:00	17586.6	17587.6	17586.3	17587.3	32	0	18
2024.04.18	07:57:00	17587.4	17588.2	17586.7	17586.7	18	0	18
2024.04.18	07:58:00	17586.8	17586.9	17586.3	17586.8	15	0	20
2024.04.18	07:59:00	17586.9	17587.2	17586.1	17587.2	19	0	20
2024.04.18	08:00:00	17587.8	17589.1	17585.9	17588.2	58	0	18
2024.04.18	08:01:00	17588.1	17588.7	17586.9	17587.2	51	0	18
2024.04.18	08:02:00	17586.6	17586.6	17581.8	17582.4	99	0	18
2024.04.18	08:03:00	17582.3	17584.6	17582.2	17582.7	73	0	18
2024.04.18	08:04:00	17582.8	17584.2	17581.1	17581.4	71	0	18
2024.04.18	08:05:00	17581.1	17581.7	17579.3	17581.4	69	0	18
2024.04.18	08:06:00	17581.3	17583.0	17580.3	17580.3	80	0	18
2024.04.18	08:07:00	17580.2	17581.9	17579.8	17581.1	59	0	18
2024.04.18	08:08:00	17581.5	17582.7	17581.4	17582.3	67	0	18
2024.04.18	08:09:00	17582.4	17583.2	17581.7	17582.4	56	0	18
2024.04.18	08:10:00	17582.1	17583.6	17581.3	17582.4	35	0	18
2024.04.18	08:11:00	17582.3	17583.2	17582.2	17582.6	61	0	18
2024.04.18	08:12:00	17582.7	17583.3	17581.6	17581.9	45	0	18
2024.04.18	08:13:00	17582.1	17583.3	17581.9	17583.1	52	0	20
2024.04.18	08:14:00	17582.6	17583.9	17581.1	17581.1	63	0	18
2024.04.18	08:15:00	17580.2	17580.2	17574.9	17574.9	87	0	18
2024.04.18	08:16:00	17574.8	17575.9	17573.8	17573.9	59	0	20
2024.04.18	08:17:00	17573.8	17575.9	17573.7	17575.9	53	0	18
2024.04.18	08:18:00	17575.6	17580.2	17575.6	17579.3	74	0	18
2024.04.18	08:19:00	17579.2	17580.3	17578.6	17579.3	66	0	18
2024.04.18	08:20:00	17579.7	17580.2	17575.9	17579.9	85	0	18
2024.04.18	08:21:00	17580.3	17581.3	17579.7	17580.6	59	0	18
2024.04.18	08:22:00	17580.4	17585.2	17580.4	17585.1	74	0	18
2024.04.18	08:23:00	17584.9	17588.3	17584.8	17587.5	73	0	18
2024.04.18	08:24:00	17587.7	17590.6	17587.2	17590.4	76	0	18
2024.04.18	08:25:00	17590.6	17593.2	17589.7	17592.7	77	0	18
2024.04.18	08:26:00	17592.8	17593.2	17591.8	17592.2	70	0	18
2024.04.18	08:27:00	17592.3	17594.3	17590.9	17593.9	44	0	18
2024.04.18	08:28:00	17593.8	17594.1	17591.7	17592.2	59	0	20
2024.04.18	08:29:00	17592.1	17592.2	17590.3	17590.6	64	0	18
2024.04.18	08:30:00	17590.5	17605.2	17590.3	17604.7	136	0	18
2024.04.18	08:31:00	17604.8	17610.0	17601.1	17603.4	174	0	18
2024.04.18	08:32:00	17603.5	17606.7	17600.8	17605.3	126	0	18
2024.04.18	08:33:00	17605.4	17616.7	17605.2	17614.2	155	0	18
2024.04.18	08:34:00	17613.8	17613.8	17606.2	17607.1	144	0	18
2024.04.18	08:35:00	17606.7	17606.8	17598.7	17598.8	119	0	18
2024.04.18	08:36:00	17597.7	17602.1	17597.6	17600.6	137	0	18
2024.04.18	08:37:00	17599.7	17602.2	17597.7	17598.6	81	0	18
2024.04.18	08:38:00	17598.4	17601.2	17597.9	17600.6	92	0	18
2024.04.18	08:39:00	17600.2	17603.2	17600.2	17603.2	77	0	18
2024.04.18	08:40:00	17603.0	17607.0	17602.4	17604.2	85	0	18
2024.04.18	08:41:00	17604.3	17606.4	17603.3	17605.8	57	0	18
2024.04.18	08:42:00	17605.7	17606.3	17603.8	17604.1	63	0	20
2024.04.18	08:43:00	17603.9	17610.2	17603.7	17609.4	101	0	18
2024.04.18	08:44:00	17609.2	17611.8	17607.3	17610.9	99	0	18
2024.04.18	08:45:00	17610.8	17610.8	17607.6	17608.2	72	0	18
2024.04.18	08:46:00	17608.6	17609.1	17605.9	17606.1	67	0	18
2024.04.18	08:47:00	17605.9	17608.9	17605.9	17607.7	56	0	18
2024.04.18	08:48:00	17607.2	17609.9	17606.7	17608.3	52	0	18
2024.04.18	08:49:00	17608.7	17610.7	17608.1	17609.2	63	0	20
2024.04.18	08:50:00	17608.9	17610.6	17606.1	17606.1	87	0	18
2024.04.18	08:51:00	17606.4	17607.9	17605.7	17607.7	67	0	18
2024.04.18	08:52:00	17607.6	17607.8	17603.9	17605.3	55	0	18
2024.04.18	08:53:00	17605.2	17606.2	17603.6	17604.8	58	0	18
2024.04.18	08:54:00	17604.9	17608.8	17604.4	17608.8	84	0	18
2024.04.18	08:55:00	17608.6	17610.2	17607.4	17607.7	58	0	18
2024.04.18	08:56:00	17607.8	17607.8	17604.1	17604.3	54	0	18
2024.04.18	08:57:00	17604.5	17606.4	17604.3	17604.7	43	0	18
2024.04.18	08:58:00	17605.1	17607.3	17604.4	17606.8	34	0	20
2024.04.18	08:59:00	17607.6	17607.8	17604.7	17604.9	75	0	20
2024.04.18	09:00:00	17605.3	17610.8	17604.2	17610.1	128	0	18
2024.04.18	09:01:00	17610.0	17611.7	17608.6	17608.6	77	0	18
2024.04.18	09:02:00	17608.7	17609.7	17605.8	17606.8	72	0	18
2024.04.18	09:03:00	17606.7	17606.7	17602.2	17602.9	72	0	18
2024.04.18	09:04:00	17603.3	17608.8	17601.8	17608.7	94	0	18
2024.04.18	09:05:00	17608.6	17611.2	17608.1	17610.7	79	0	18
2024.04.18	09:06:00	17610.6	17614.7	17606.3	17614.3	89	0	18
2024.04.18	09:07:00	17614.1	17616.0	17611.8	17615.8	90	0	18
2024.04.18	09:08:00	17615.2	17623.9	17615.1	17623.6	125	0	18
2024.04.18	09:09:00	17623.5	17623.9	17618.7	17619.5	90	0	20
2024.04.18	09:10:00	17619.6	17620.2	17614.8	17616.1	73	0	18
2024.04.18	09:11:00	17615.8	17625.0	17615.8	17620.6	87	0	18
2024.04.18	09:12:00	17620.7	17626.1	17619.8	17623.0	114	0	18
2024.04.18	09:13:00	17623.3	17626.3	17623.1	17626.1	75	0	18
2024.04.18	09:14:00	17625.9	17627.4	17625.6	17625.6	85	0	18
2024.04.18	09:15:00	17625.4	17628.4	17625.3	17626.1	112	0	18
2024.04.18	09:16:00	17626.2	17630.3	17626.2	17628.1	138	0	18
2024.04.18	09:17:00	17628.2	17628.4	17625.7	17627.8	83	0	18
2024.04.18	09:18:00	17627.7	17628.2	17625.7	17626.2	90	0	18
2024.04.18	09:19:00	17626.5	17626.9	17625.2	17626.6	63	0	18
2024.04.18	09:20:00	17626.7	17629.3	17625.8	17628.8	89	0	20
2024.04.18	09:21:00	17627.8	17628.9	17626.7	17627.7	70	0	18
2024.04.18	09:22:00	17627.7	17631.8	17627.1	17631.6	78	0	18
2024.04.18	09:23:00	17631.4	17631.9	17629.4	17629.8	77	0	18
2024.04.18	09:24:00	17629.7	17629.7	17626.7	17627.6	58	0	18
2024.04.18	09:25:00	17626.9	17627.8	17624.7	17627.8	78	0	18
2024.04.18	09:26:00	17627.7	17628.4	17623.7	17627.6	96	0	18
